,timepoint,centroid-0,centroid-1,centroid-2,size,min_intensity,max_intensity,mean_intensity,var_intensity,mean_background_intensity,SNR
576,1.0,0.0,89.0,99.0,8.485281374238571,0.0,0.2621879577636719,0.015615100702963585,0.0016799658297293912,0.0007734537979180668,20.18879569147544
577,1.0,76.0,82.0,24.0,8.485281374238571,0.0,0.2707252502441406,0.011348927815755208,0.0015161915653385228,0.0005222745688564806,21.729811276477946
578,1.0,0.0,0.0,52.0,8.485281374238571,0.0,0.48377227783203125,0.028219207259249098,0.005678729258107269,0.014003461949965533,2.0151593484580115
579,1.0,59.0,43.0,99.0,8.485281374238571,0.0,0.18823623657226562,0.013268683567520015,0.001099896437281396,0.00017926833208869485,74.01576961710782
580,1.0,99.0,5.0,4.0,8.485281374238571,0.0,0.28798675537109375,0.01982276439666748,0.002603591938618024,0.0013708689856150793,14.459999171819788
582,1.0,10.0,5.0,0.0,8.485281374238571,0.0,0.21933364868164062,0.011877815678434551,0.0011416403047288558,0.00026834120444201547,44.263853190690924
583,1.0,0.0,90.0,0.0,8.485281374238571,0.0,0.26371002197265625,0.01554028849956418,0.0013667654139098838,0.0053766790426002355,2.89031358882242
588,1.0,11.0,0.0,52.0,8.485281374238571,0.0,0.21939849853515625,0.013072021736586389,0.0009688328632852523,0.0006566664751838236,19.9066378909127
589,1.0,17.0,99.0,16.0,8.485281374238571,0.0,0.21777725219726562,0.010879863392223011,0.0009950189894519378,0.0008639840518727022,12.592666923238566
590,1.0,70.0,68.0,99.0,8.485281374238571,0.0,0.2458648681640625,0.010622954565631457,0.0012307572319320793,0.00046731163473690256,22.732056674797327
